0,0,0,0,0,0,0
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
11,3,11,3.2,70.9090909090909,0,0.421637021355784
11,3,,,,,
11,3,,,,,
11,4,,,,,
11,3,,,,,
11,3,,,,,
11,3,,,,,
11,4,,,,,
11,3,,,,,
11,3,,,,,
93,81,93,81,12.9032258064516,0,0
93,81,,,,,
93,81,,,,,
93,81,,,,,
93,81,,,,,
93,81,,,,,
93,81,,,,,
93,81,,,,,
93,81,,,,,
93,81,,,,,
67,63,67.4,63.2,6.23145400593472,0.516397779494322,0.421637021355784
67,63,,,,,
67,63,,,,,
67,63,,,,,
67,64,,,,,
67,63,,,,,
68,63,,,,,
68,64,,,,,
68,63,,,,,
68,63,,,,,
42,46,42,46.9,11.6666666666667,0,0.316227766016838
42,47,,,,,
42,47,,,,,
42,47,,,,,
42,47,,,,,
42,47,,,,,
42,47,,,,,
42,47,,,,,
42,47,,,,,
42,47,,,,,
53,59,52.7,59.2,12.3339658444023,0.483045891539648,0.421637021355784
53,59,,,,,
53,59,,,,,
52,59,,,,,
53,59,,,,,
53,59,,,,,
52,60,,,,,
52,59,,,,,
53,59,,,,,
53,60,,,,,
51,57,51,57.2,12.156862745098,0,0.421637021355784
51,57,,,,,
51,57,,,,,
51,57,,,,,
51,58,,,,,
51,58,,,,,
51,57,,,,,
51,57,,,,,
51,57,,,,,
51,57,,,,,
